Unnamed: 0	description	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121707	S210421121708	S210421121709	S210421121710
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	1120.1840256658772	5693.796833429803	2785.7913933085174	4219.5374423581015	1076.1204862570014	12777.637826714954	4865.885167071267	7652.363247657391	935.905540707872
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	105.36565135884577	343.1745978049893	337.89705598093576	106.0699136167607	39.51707109828769	1570.7865255237211	177.68555070818613	437.48119224461686	47.56672570990574
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	13634.388958355214	7655.849255026997	6709.835278512081	103639.74167160485	1037.0199558935392	28507.71244782133	4930.276798279367	14133.832514701076	1735.9992209377258
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	1071.0500765572533	2745.1126192390734	3041.8178640670617	1828.7322804011892	326.0667889700308	10094.46213917608	1627.1162005622982	2839.808621022757	127.64854643544882
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	7252.886336146774	2532.1879368224554	3456.169832269832	53853.33061981614	648.16256226964	16083.692719523657	2384.663091919102	5496.820377214467	765.0796731269957
K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	0.0	0.0	0.0	0.0	1.004900595947534	0.0	0.0	0.0	0.0
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	30.330594060315523	658.5005287084607	50.67101696970805	327.0040214276178	0.0002803451335585	154.00432084217564	77.00050641949579	38.25268087043936	33.67041332856283
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	4002.593579796944	12086.087942921618	10238.316837860815	8640.009354127582	1936.7709111711167	48197.79093069687	8047.537615091849	19075.923101190347	2235.738766593561
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	3764.384073756596	1319.3773548420356	1044.120640337237	27613.06994183237	303.3574034361777	5079.596245279874	836.7083241021546	560.4780269758305	56.9238542729908
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	1365.6707062615046	8656.291024647966	5417.060068717761	3376.799154361569	568.1122538289369	30342.30258128394	3397.8028712467767	10646.83733399788	862.6331094363094
K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	0.0	0.0	0.0	0.0	1.622277750315916e-05	0.0	0.0	0.0	0.0813912674417328
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	4457.347023698667	6210.78032786863	6001.635693241772	32148.755078994163	1177.946328678253	18386.240336756742	5821.62150993851	13091.159473892872	1577.56579972824
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	5513.643731222848	6611.029679374107	6491.173255006104	37719.31658812901	1494.524363298853	27111.214439349133	6518.153643960731	12464.748426869026	1566.847949299629
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	10671.077110673166	9158.24779917274	7336.127916095449	78276.54788306437	1595.73376818665	33061.82593948579	7339.0644265512765	15853.479004183491	2036.3549553206935
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	70.47814929766272	777.6565047261953	138.76139969791785	629.9222147187746	50.63887566927933	1446.590213087802	293.8330900166661	746.5175881997296	93.62059233572634
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	10028.501145215308	5839.003673744672	5790.763577457223	70889.06708112944	818.9728918859836	26082.232619848568	4039.985121339214	13008.800436032105	1727.9526640781414
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	4689.919445847606	4652.498241153104	4613.582882038857	35567.828673443124	1084.6942356287586	25459.709541815857	4518.672152985701	11591.037872045294	1489.8654420534872
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	144.11128316067462	1319.5168669256047	226.3308622382528	929.19599737793	103.62094210529602	868.0557689263346	421.7528562195301	1706.2642232915898	88.09789686763352
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	4722.015499248805	4705.613973499581	2161.878222534451	36848.92091382399	252.56390840662868	11593.13050423496	1581.823331665502	8721.310334633697	1251.3006302898716
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.3852019545656739	2.4762914936925595	0.9855834031750969	3.333214787422916	0.8584685629678745	7.258090763978672	6.08781299523586	1.2495381991245909	1.211080283971915
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0405077628478839	0.0367416493244022	0.0645277577953077	0.3122725300139115	0.0	0.3372497979639595	0.0207199222278511	0.2048816139563684	0.0291968265800357
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	66.87758652754775	1204.1242778730043	137.84711154175204	755.597760375914	159.01718004183297	680.3395618021875	357.7599895112256	299.5884665470247	62.34847439045146
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	227.53961752029517	3000.739616880196	765.8077358841628	1907.6818585009307	1129.351358603069	3468.928450288639	5105.3038322535085	3726.3852347676416	373.3975281565677
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	5970.135543405778	5637.286592422243	6055.152640164386	38369.938886430544	992.0600536689392	26822.09784304397	4785.633121542903	13164.2923986272	1506.4000671854046
K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	9.032131986664682e-12	8.192390859795043e-12	1.4387939106866648e-11	6.96283010613777e-11	0.0	7.519755408673717e-11	4.619980447159015e-12	4.568304070120884e-11	6.510100107303707e-12
