Unnamed: 0	description	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121707	S210421121708	S210421121709	S210421121710	HSD-NC	HSD-NR	Total
EC:1.1.1.1	Alcohol dehydrogenase	61234.53090285145	110818.1068413778	70393.99094265254	95407.32222944038	38871.57936376031	80056.48660730591	7831.204656890804	12299.871563769038	11800.790966978211	43969.079514214594	2209.1354298061788	43289.9302715868	10036.347557436748	23175.30443915153	2753.191135780428			
EC:1.1.1.10	L-xylulose reductase	0.0149312850894961	0.0852266473381484	0.021636862100739	5.081688852622262	0.0034969933954588	0.0012141174144464	0.1659563595398563	0.5451497218598377	0.1060329994081702	8.634220028292091e-05	0.0	5.354843767024309	0.0001746367455337	2.1533873567289943	0.4022793233957984			
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	107186.0605607238	194182.136861938	117296.60456669814	197216.4062227049	71414.0537490396	139338.83287746797	13834.781722369667	25947.300603026903	25634.45589301032	84025.70937544203	3969.173191047497	82846.9392337185	17390.832762413742	47916.99906157602	5525.560752889345			
EC:1.1.1.101	Acylglycerone-phosphate reductase	7.339381072792893e-28	3.680703844122632e-28	4.462841372916794e-28	1.2454533025431731e-27	5.743430202676432e-28	9.247252348702786e-28	6.554797713322675e-29	6.78852497976398e-29	1.061372211714713e-28	5.087950431344164e-28	0.0	5.626357884396457e-28	3.432869225856672e-29	3.386749827746378e-28	4.8373196750977287e-29			
EC:1.1.1.102	3-dehydrosphinganine reductase	1.9773876346898864	0.9821019749471348	1.6570608179236674	3.954840489988807	1.651017556026788	2.888910960444253	0.4888619273203177	0.8852511561723216	2.922239851953452	11.53829472661642	0.0804271557007151	4.453367301264049	0.7088258438620141	1.3523694342099637	1.197686434204293			
EC:1.1.1.103	L-threonine 3-dehydrogenase	7570.436612674503	3703.211859668146	4146.9971084988665	19789.372036589884	4181.997240968003	5375.357899092652	368.8276875629183	1242.279035185804	1209.4546178331525	1434.7231543099776	304.603364299141	5634.047448185165	1116.5635691701818	2223.289621708482	297.76116230299647			
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2103696995896241	0.0	0.0	0.0	0.0			
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	859.3274531163413	389.8056808440585	521.4672586277048	282.24589877405447	676.7783904799913	272.09904180472665	17.8990317106722	290.2773584790639	184.73125904044497	113.12601084588472	8.511211055165296	704.0999892115818	122.01806942601812	235.1486645816638	19.343179504413367			
EC:1.1.1.108	Carnitine 3-dehydrogenase	427.9150707449801	305.4647540940405	303.5796044495388	760.7703572356087	378.48709277492935	388.2459123483825	39.50498712782318	187.88470252643145	173.41527258874564	149.41783826733862	56.662411461511816	763.027862857775	197.65389254951657	176.52896687800074	28.37470192081149			
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	37.505626441431296	221.173195812014	72.00377532480317	31.259366801166184	30.004508682654293	74.25734994151058	30.33058255827557	658.5005802396236	50.67101129578148	327.0039583972763	0.0002864041503156	153.0043486806293	76.75050576041671	38.25267384787819	33.670413328833625			
