Unnamed: 0	description	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121707	S210421121708	S210421121709	S210421121710	HSD-NC	HSD-NR	Total
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	1121.5778082123709	5710.487728445426	2755.5346271746653	4241.527510270347	1088.680980742485	12857.31388922944	4877.804348681232	7680.321261656583	929.4020176559628	14917.808654845294	26344.84151722322	41262.65017206851
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	106.08555989129236	343.98706892397587	335.3238459999652	106.1176499343636	39.39313667572063	1587.5031189619128	181.42736760265228	438.277956267228	45.60796721701141	930.9072614253176	2252.8164100488043	3183.723671474122
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	13629.618929324684	7645.853739387434	6661.79731083006	103639.5329947346	1120.3720573323078	28426.13411029232	4978.478414106965	14311.539280876772	1714.4533142459336	132697.17503160908	49430.60511952199	182127.78015113107
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	1079.179170887788	2752.629421584207	3020.619659453977	1828.308632163195	336.44131379117346	10120.273959740884	1630.26212769936	2855.046282524805	125.61632993572664	9017.17819788034	14731.198699900777	23748.37689778112
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	7246.917069906752	2532.074833253065	3441.5806477133447	53876.84552638692	753.2292303490563	15954.728515435809	2401.985203295784	5606.417946809199	759.299863852541	67850.64730760914	24722.431529393336	92573.07883700248
K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	0.0	0.0	0.0	0.0	1.004900595947534	0.0	0.0	0.0	0.0	1.004900595947534	0.0	1.004900595947534
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	30.330582557526835	658.5005802388481	50.67101129456911	327.0039583914645	0.0002864041503159	153.0043486742025	76.7505057600246	38.2526738440096	33.67041332828107	1066.5064188865588	301.6779416065178	1368.1843604930766
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	4016.6833888837136	12117.549949933633	10168.944264061683	8676.999560726264	2166.8737967827824	48413.949407407694	8063.639368972321	19278.68563066229	2203.022220773116	37147.05096038808	77959.29662781542	115106.3475882035
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	3767.444377828476	1302.1331048317834	1035.0031527582637	27605.291957295394	337.12905246033574	5138.596224784993	841.0132535806711	572.9136246732835	56.19647000338779	34047.001645174256	6608.719573042336	40655.72121821659
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	1370.245759847353	8653.626189932684	5395.94305385906	3373.338324620645	594.0816766377274	30387.891889689232	3401.679837803033	10679.471526954623	831.7630426300284	19387.235004897477	45300.80629707692	64688.04130197439
K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]	0.0	0.0	0.0	0.0	1.622277750315916e-05	0.0	0.0	0.0	0.0813912674417328	1.622277750315916e-05	0.0813912674417328	0.0814074902192359
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	4456.820616591369	6206.950361370587	5957.412391836146	32154.285888534127	1228.586115329031	18297.047229501062	5860.244919543831	13230.13693166264	1569.2165904981573	50004.055373661264	38956.64567120569	88960.70104486696
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	5511.196386664777	6608.843215655763	6442.762301599258	37749.19874657621	1565.6815266140163	27027.266648147604	6559.471553843141	12583.180560866032	1552.55843318241	57877.68217711002	47722.47719603918	105600.1593731492
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	10668.988257710134	9158.970594688535	7286.6345740986835	78291.4775440425	1684.1131343252073	32975.2219630295	7389.097158452136	16088.76226769273	2014.8908076778453	107090.18410486504	58467.972196852206	165558.15630171727
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	69.97386479919665	778.9833489990696	138.1441611381125	643.3125718426704	62.91067230048907	1450.1155383217388	297.0801297228719	761.0368859265247	91.22253510540033	1693.3246190795385	2599.455089076536	4292.779708156074
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	10019.113169392134	5844.905123229293	5774.087910403666	70887.24258859092	897.1405903165444	26060.20731001108	4067.509572995962	13144.688881404176	1710.0035801886506	93422.48938193257	44982.409344599866	138404.8987265324
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	4687.514233150316	4641.423825711723	4592.194127820232	35562.33207263305	1161.5437850338246	25407.215229939982	4514.681941331462	11742.738952984426	1466.6343719658482	50645.008044349146	43131.27049622172	93776.27854057089
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	143.98194483998273	1320.0947280503403	221.23783487284007	946.534024089794	109.79648990487088	869.261586929348	428.8975031927532	1706.4473761188792	88.09714178027077	2741.645021757828	3092.703608021251	5834.348629779079
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	4720.529511833316	4706.076547683522	2160.1737029054784	36847.698962037175	286.51356591042315	11599.642578246145	1583.0043255902324	8802.11260561867	1243.2519059806386	48720.99229036991	23228.01141543569	71949.0037058056
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.381603872742863	2.496919663888097	0.9838083511941644	3.292185058929821	0.8584685629678745	7.560375230691893	6.187393460597846	1.247763157687121	1.211080285098208	8.01298550972282	16.20661213407507	24.21959764379789
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0395630541759363	0.0409737711666096	0.0640616662014684	0.3070954549071966	0.0	0.3395923284423497	0.0207199058005142	0.2044154110860462	0.0291968034319708	0.4516939464512108	0.5939244487608809	1.0456183952120917
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	66.85737223992454	1204.2494770656335	127.2194763873713	782.5110318698321	164.3539098325225	685.9296116375459	358.29627054761886	304.34688296814073	62.04043793204388	2345.191267395284	1410.6132030853494	3755.8044704806334
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	227.2101419265948	2980.1538682843284	727.6813920756863	1923.33983983623	1123.2162057079995	3481.2752857121736	5102.596591437252	3754.538142830775	372.9371879509255	6981.601447830839	12711.347207931129	19692.948655761968
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	5965.559397913855	5648.769620615251	6030.047444433364	38379.43856623174	1086.630747248998	26753.995199514866	4838.530847146194	13318.622198788282	1489.0397359673789	57110.445776443215	46400.18798141672	103510.63375785992
K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	8.821487588753623e-12	9.136039199686571e-12	1.428401333218749e-11	6.847395380496719e-11	0.0	7.571987484252987e-11	4.619976785577747e-12	4.557909012349012e-11	6.5100949477016514e-12	1.0071549392559487e-10	1.3242903669929938e-10	2.3314453062489427e-10
K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	116.4788409227692	3178.2993001823834	604.148931847276	2223.675779571128	801.1492149365569	2281.002530156327	3320.5923943827083	2262.104424652452	389.37602442445313	6923.752067460113	8253.07537361594	15176.827441076051
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	594.0322311842309	1993.7882000886027	1492.137869895014	1504.5483278202948	181.13298550805928	5931.013975127616	1167.759369595889	3799.697937367925	560.3290700945608	5765.639614496202	11458.80035218599	17224.439966682192
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	4936.356459419199	4727.046926100945	4799.68788155983	36745.97867122009	855.007391742626	19032.238337605937	3497.246416680912	7948.255420856287	967.6390045412998	52064.07733004269	31445.379179684434	83509.45650972713
K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	3.7473784175904857e-11	103.0100000000388	3.280000000060679	35.82910176634647	0.0	24.590004010923305	1.962571632262448e-11	12.84000000019362	11.750000012098289	142.11910176648342	49.18000402323484	191.29910578971823
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	909.0583593949744	3293.2247663277053	1948.9217017775509	2917.891380705345	521.12387020385	7200.58212061529	2924.349126161212	4332.0369297532325	326.81511817101887	9590.220078409426	14783.783294700752	24374.00337311018
K00034	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]	591.9740565476955	2045.7073696286177	1810.7910423901983	1207.119760193209	297.3802250001977	6516.06447800137	1161.1942871345711	2256.488749728052	187.9405412217971	5952.972453759918	10121.68805608579	16074.660509845708
K00035	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	1.8	18.15746150019512	8.0	43.191104028234015	0.0	0.0	22.0	1.0	0.0	71.14856552842913	23.0	94.14856552842912
K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	851.2068712334458	3759.359830305824	1182.7557543958028	3089.9095701107035	562.9879853611046	6136.152496145247	2800.3525050303224	3487.3661428998985	334.9419428283288	9446.22001140688	12758.813086903798	22205.03309831068
K00038	E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	69.40148673445157	28.084143153315043	9.748346422260324	17.54846456706478	0.0713892796298302	78.15341700656606	40.689840425352045	492.8649917479887	17.56080667810788	124.85383015672154	629.2690558580147	754.1228860147362
K00039	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]	16.8001008371079	631.4000813415151	49.96251624131679	306.5946446630594	0.0007791513916081	106.00021379224933	75.26258297123087	18.000184878495773	24.000057827507085	1004.758122234391	223.26303946948303	1228.021161703874
K00040	uxuB; fructuronate reductase [EC:1.1.1.57]	481.26373874053695	3080.404351131852	2030.300864169992	1695.3176400806688	265.1123784819879	10615.503723552154	1571.257985914955	4325.408796725727	498.9856094071544	7552.398972605037	17011.15611559999	24563.55508820503
K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]	423.2669097188067	2500.632277756436	1620.330225510118	1070.719447508171	387.1139294732195	8798.951682948027	1932.093198117993	6254.676687730451	878.6316707474002	6002.062789966752	17864.35323954387	23866.416029510623
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	4696.130574205958	4751.920138043638	2396.341782337516	35108.25847149885	521.872215394897	12149.982146207778	1883.470905783634	9408.967928784035	1364.4655900807477	47474.52318148086	24806.886570856197	72281.40975233706
K00045	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	13.41098941421816	121.06745027856034	11.7268270666566	79.68276390249123	0.1718946111834649	26.96179592919355	35.02195334811929	37.01572588456763	17.870441772322934	226.0599252731098	116.8699169342034	342.9298422073132
K00046	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	953.6924878085553	6742.524662090721	6856.027298132614	3421.763902913718	830.1024419678795	19123.02235683294	3776.811944911743	17224.511502175945	2658.7739776967883	18804.11079291349	42783.11978161742	61587.230574530906
K00048	fucO; lactaldehyde reductase [EC:1.1.1.77]	526.579260100413	1829.0309452320096	1342.7139882082502	1929.3072218807008	570.0247202204157	7216.489532280559	2372.290822740972	6075.600001762236	938.4469295752186	6197.656135641789	16602.827286358985	22800.48342200077
K00049	GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	8.438384108651185e-05	0.0001216896677039	0.0001216888042515	0.0005366505605752	0.0	0.0010854395181266	3.622363041575018e-05	0.0005550672344221	8.798266294536668e-05	0.0008644128736171	0.0017647130459098	0.0026291259195269
K00050	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	216.17177441733605	2597.97970615114	998.90796033932	1178.9428561378747	206.6043937991232	4893.643176882968	892.3369360100062	2613.397743734545	433.1750678614097	5198.606690844794	8832.55292448893	14031.159615333723
K00051	E1.1.1.82; malate dehydrogenase (NADP+) [EC:1.1.1.82]	0.0006087008049973	0.0006304055137396	3.1098775231513414	0.0047248437843488	0.0	0.005224827253592	0.0003187879096531	0.6792096591761545	0.0004492099541495	3.1158414732544277	0.6852024842935491	3.801043957547976
K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	5595.799383777088	6910.206847953192	6397.178002948941	38115.11122880777	1534.4428390056814	26848.862975578104	6448.226670044048	12928.5282456294	1578.9822939021064	58552.73830249268	47804.60018515366	106357.33848764634
K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	5428.767180812253	5895.47381788372	5836.3130429000585	37105.00703133042	1410.599950065233	24674.206558264283	6060.44749754373	10995.537526543354	1302.9753365445588	55676.16102299168	43033.16691889593	98709.3279418876
K00054	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	522.3613517742577	1004.7485823358344	205.1471711484789	1743.9723000193908	36.734979578079496	754.5613503463894	382.3673366885026	1068.6563761845168	35.655497365690515	3512.9643848560413	2241.2405605850995	5754.204945441141
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	186.83542197352264	338.7924782399405	2266.702561397365	262.8632084466249	59.02052083739997	2231.0710118384213	269.2591673750884	458.3112791205224	41.37415950391047	3114.214190894853	3000.0156178379425	6114.229808732795
K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	5779.140031743096	6403.427618677701	6068.871387292297	39333.98617803732	1481.9877723662316	24408.135752194416	6431.880128322395	12541.144172519686	1584.377502954071	59067.41298811664	44965.537555990566	104032.9505441072
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	7113.1429699295695	15006.335697709896	11770.049248754158	42583.79497586929	2456.856821051453	57377.7721213856	10334.23894233071	26097.14592931106	3092.59530595336	78930.17971331437	96901.75229898072	175831.93201229512
K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	13834.779337315184	25947.29206253097	25634.455871422164	84025.70341481979	3969.172159348416	82846.96278466986	17390.828609329597	47916.99653938229	5525.560802775688	153411.4028454365	153680.34873615744	307091.75158159394
K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	368.8283183242847	1242.2813047048326	1209.4571855242518	1434.724507712543	304.54546874579387	5634.075366190931	1116.5665956270673	2223.291583358122	297.76131751425885	4559.836785011706	9271.69486269038	13831.531647702086
K00062	E1.1.1.116; D-arabinose 1-dehydrogenase [EC:1.1.1.116]	0.0	0.0	0.0	0.0	2.818531564957741e-07	0.0	0.0	0.0	0.0	2.818531564957741e-07	0.0	2.818531564957741e-07
K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	149.9472893821382	264.5741845196229	163.99829852076505	293.65247559808034	90.93224989146844	576.2347768757747	229.7546364358469	625.2968351061528	29.904631434199977	963.104497912075	1461.1908798519744	2424.2953777640496
K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	1185.9883082271458	3907.4394483896	4710.637044818917	2493.9278311708927	512.7685948043418	14914.840457135291	2095.939792584066	4573.590403149691	417.35653913550016	12810.761227410898	22001.727192004542	34812.488419415444
K00066	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	103.11249297454788	367.78955313340407	122.99156028996792	62.21374006621016	4.8997794131721255	85.99448705692001	461.8212619799266	1503.2801145695066	44.68196691894773	661.0071258773021	2095.777830525301	2756.784956402603
K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	5889.470034323663	6725.129290158329	5206.25959112499	44219.39010291713	1338.4014608492746	20474.48469005584	5607.65350665151	15707.042876127198	2193.025666441262	63378.65047937338	43982.2067392758	107360.85721864918
K00068	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	973.6866595213309	1187.0344046632104	1100.4175553064788	1820.8255841555697	297.1101825666917	6095.354125380536	922.42257471315	444.0249893217183	44.880581406573086	5379.074386213282	7506.682270821977	12885.75665703526
K00069	HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	0.293839008189928	49.52417469266656	0.1877399062426314	41.68754943503421	6.6424972540913245	9.481179183350449	24.73788518730068	3.812744548707269	0.7122675073325032	98.33580029622463	38.7440764266909	137.07987672291554
K00073	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	142.61661878562876	407.7577901119121	299.11083754149206	225.57733529025185	60.9027716437335	1286.2691586614917	222.5930081157476	663.1582008760874	73.34522246561724	1135.9653533730184	2245.365590118944	3381.330943491962
K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	5452.578341842111	6896.031619712156	11081.368335493482	37448.07570897162	1103.13456877613	27763.17412381051	4527.082636938772	6986.734089294314	695.0254667531505	61981.188574795495	39972.01631679675	101953.20489159224
K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	6077.232224104052	6914.833534801208	6366.695431142805	39145.80706092627	1517.9368078736522	27663.410173330485	6936.954102195108	12531.126613300108	1486.342497325806	60022.50505884799	48617.83338615151	108640.3384449995
K00076	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	168.57644866441615	646.977025887984	932.7679583555504	303.8566867690509	133.003306059762	3357.393946600119	473.30950213288907	2714.0192106597738	375.5519206653545	2185.181425736764	6920.274580058136	9105.4560057949
K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	2040.4042319863368	7233.596413263389	14801.773051059734	6620.6047467941935	813.2781162677286	31487.980911013256	3558.669038830788	11109.778839842484	1492.742259656147	31509.65655937138	47649.17104934267	79158.82760871405
K00078	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	9.877288734406264	180.60609035047503	56.4908688358728	0.007225736978831	0.0	662.0737309018787	4.629000275504277	430.3173123332284	38.42116661085174	246.9814736577329	1135.441210121463	1382.422683779196
K00079	CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0562437943301406e-10	0.0	3.0562437943301406e-10	3.0562437943301406e-10
K00081	CBR2; carbonyl reductase 2 [EC:1.1.1.184]	0.0014665406395367	0.0030623504016551	0.0027573732922594	0.0087046016016033	0.0003227310445365	0.0136356896765562	0.0026123344688299	0.0027976464518899	0.0002719947584583	0.0163135969795909	0.0193176653557343	0.0356312623353253
K00082	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	60.32123081555883	111.68094037014498	54.48935920270079	67.58452386700539	1.856548769218548	182.188301333036	177.95010431793915	1187.5289774383568	26.565080281897256	295.9326030246285	1574.2324633712292	1870.1650663958576
K00086	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]	163.39702265875468	277.1780678846988	2988.1948920228947	172.8396367435642	88.6549834437539	2825.613835770625	451.7936765254374	485.7342315959189	36.63349724702554	3690.264602753666	3799.775241139007	7490.039843892673
K00087	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	4354.256294750665	3409.849042018277	2062.243812700766	33467.03628235476	381.3066316633594	17559.500883235927	1525.5547093329812	6165.451466070509	674.5089725866178	43674.69206348783	25925.016031226038	69599.70809471386
K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	6176.965554301079	7684.960858631796	6809.880430892737	39552.07188265528	1570.6485694502785	29926.90183236351	7167.892011541349	16183.78325911365	1745.3904111842255	61794.52729593117	55023.96751420274	116818.49481013393
K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	80.6341100722331	1482.6908750200175	178.16222576481164	861.6856716304985	17.631077544841727	400.9363131995517	216.0910258221704	423.238711670766	89.48861758777024	2620.8039600324028	1129.7546682802583	3750.558628312661
K00091	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]	270.54465414196363	490.4673566246663	2847.7097003142853	786.0379625948527	105.67335509895976	3630.133935999724	428.9704444604578	3250.585182097828	492.90395821051135	4500.433028774728	7802.593520768521	12303.026549543249
K00093	mdh; methanol dehydrogenase [EC:1.1.1.244]	0.0003633917854465	0.0003763494040297	0.0005884147153075	0.0028207115953426	0.0	0.0031191995948497	0.0001903150229415	0.0018775820713184	0.0002681764274641	0.0041488675001263	0.0054552731165736	0.0096041406167
K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	58.68938692421743	47.48507263764468	140.78401792192142	127.99508335450028	28.144711765832778	125.3363341316075	147.4181532867823	109.24836084215272	33.69351030094375	403.0982726041166	415.6963585614863	818.7946311656028
K00096	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	722.6438568936405	2093.817080420729	1351.790119567611	1857.703426877308	339.10648087565744	7565.809534872414	1240.4003819303473	1595.9192653377247	149.55240420216467	6365.060964634946	10551.681586342653	16916.742550977597
K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	815.3924418266708	4915.551304594894	2959.6239271340573	3887.1255492154105	1002.5524318280512	16021.806614027351	4234.4574607193645	7285.191149663799	1120.5316368677902	13580.245654599084	28661.986861278303	42242.23251587739
K00098	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]	53.14181742327699	442.78194775655663	223.3894679139385	279.61479060868334	25.93877411697354	880.2940794987506	192.6269631038524	772.5397469648508	46.62328644246985	1024.866797819429	1892.084076009924	2916.9508738293525
K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	5619.865031780333	6403.008901302252	6408.789362137326	38023.61679127486	1555.790322555421	27258.712744141543	6751.945134405092	12486.832074788945	1560.3039741133657	58011.07040905018	48057.79392744895	106068.86433649911
K00100	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	5590.026504293688	9527.661580212824	5796.541430220928	39916.32332847703	1947.955191489544	30755.22235355945	8186.281584210525	10293.68668345312	1041.5121176838816	62778.508034694016	50276.70273890697	113055.210773601
K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	138.58779397378834	2293.165181673492	245.86307081616167	1249.3878207427822	66.64785981982645	431.7195084668497	425.9597948360517	1975.756482022142	144.71337573660855	3993.651727026051	2978.149161061652	6971.800888087703
K00102	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	90.19437709737224	2678.965131837393	222.327050119904	1330.0682606393225	26.982470451223698	812.7591793517975	259.83264459554067	183.83552689888973	112.82892775960926	4348.537290145216	1369.2562786058372	5717.793568751053
K00103	GULO; L-gulonolactone oxidase [EC:1.1.3.8]	49.5801277152888	93.799217314935	38.19856327577125	5.423463903612829	0.0019292711581686	2.085775094732041	162.79573333002426	1389.431807022478	18.11474909755101	187.00330148076603	1572.4280645447857	1759.4313660255516
K00104	glcD; glycolate oxidase [EC:1.1.3.15]	780.7799120532378	2052.633269412119	2640.4715814624783	2500.193418022699	320.1628016289315	5994.571320634912	1466.3256058796192	4433.712827036047	363.8023014058406	8294.240982579466	12258.41205495642	20552.653037535885
K00105	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]	16.31701422009783	39.36000002784797	4.353974476600508e-08	6.500000208718544	0.0	15.000000230805162	1.4082359445552172e-08	1.3893167868806454e-07	1.9843713796224884e-08	62.17701450020408	15.000000403662916	77.17701490386699
