Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710	NC	NR	STD-NC	STD-NR	HSD-NC	HSD-NR	Total
EC:1.1.1.1	Alcohol dehydrogenase	135367.59002294298	251286.3990230662	83766.35502582064	196972.06036256373	85091.64455577804	46810.938243379176	106031.9177542685	110948.58444548368	69982.74328304149	65437.9242272187	78087.57613787161	142772.0824277545	94933.871007959	30843.20973396462	71749.68769109828	61213.1217440286	110391.8937583936	70035.31468553995	95463.3868629585	39188.08366944528	79926.35063626271	40686.548864545664	123317.42902343778	40293.78595264327	23394.41908622489	7831.575083744908	12271.178405191327	11791.71586572889	43924.37274005337	2246.400658285338	19633.437525026584	5733.191379738535	166052.00446935772	156544.1898488309	43676.65797591068	10047.30619004878	23258.739998992707	2746.0627857721674							
EC:1.1.1.10	L-xylulose reductase	0.0084400041802243	0.4351270757407607	0.0021290613675976	3.740145265921357	7.005921953666392e-08	0.0033062676141712	0.0028177971637109	23.270729912607823	0.0060416872246383	0.0526215525778808	0.0377968893757929	0.0319543763746598	0.2673027435085889	0.0081630582193888	0.5974733280019493	0.0148902511331293	0.0852225136340215	0.0218004083589061	5.081506808945238	0.0034969936964258	0.0012141031044224	4.492303599653023	0.0053619746954006	0.0283978544055718	0.0021258266155008	0.1669840594567428	0.5451497238821057	0.1060332281677597	8.616914912756932e-05	0.0	1.7838075580758732	0.0	5.983864615158269e-07	0.4508222734490733	5.355882588635233	0.0001746354552204	2.1533920026629856	0.3930268223880931							
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	254953.38926505105	391269.0045123729	166324.63106791652	333284.98916738667	166488.11495790532	62108.76147866907	195036.09571853868	171658.5888323746	109737.05037189744	134805.81119425007	148192.1643003364	227100.9752939686	165878.88667894254	50533.31743715768	73267.38909000889	107254.09468514576	194056.39985864185	116946.62992559106	197495.1549821368	72315.88449121529	139578.27294227766	68315.21866795662	189431.07314900216	75720.08814193796	36904.980565254045	13834.964555110206	25928.6253803592	25597.835033974385	83927.87835559351	4059.086920068269	26802.037903757533	4867.053556246293	314721.90410560824	254577.47211713807	84023.5994635043	17450.652093948374	48246.64449629163	5509.756972073616							
EC:1.1.1.101	Acylglycerone-phosphate reductase	1.9512054332662384e-29	1.1030997372191383e-28	2.300586970451668e-29	1.573610904408133e-28	1.0142094551522908e-29	2.262146192150377e-29	1.0142094551522908e-29	2.918669432049369e-28	1.9977422045623198e-28	3.512169779879228e-29	1.5577508388543114e-28	3.7458970617250235e-29	1.018262218055496e-28	9.369959781139476e-30	1.748154857162703e-28	7.339381559338888e-28	3.672774054485683e-28	4.454911634460785e-28	1.244681249858091e-27	5.735500548437356e-28	9.239531610466595e-28	4.721298736159821e-28	1.015924285507455e-28	9.528527406490527e-29	1.3570976189853758e-28	6.554798145336097e-29	6.788525427181893e-29	1.0613722816676028e-28	4.83836341928104e-28	0.0	1.5226712416201858e-28	0.0	8.66251738340979e-29	2.933295975932958e-28	5.634079602922128e-28	3.4328694521101185e-29	3.38675005096019e-28	4.837319993915657e-29							
EC:1.1.1.102	3-dehydrosphinganine reductase	0.1078084904961054	0.2840973236507922	0.095502953200407	2862.1990973246734	0.0275399457432279	0.2930632756799033	0.0945703547996437	1.9018362305511225	1.4478825205295136	0.217290750881387	0.732074884283841	0.1017164662741839	0.4253182624694253	0.0254432832072208	0.6514419317792409	1.9773877314256567	0.979948694294772	1.6549075475225292	3.9527439911955016	1.648864302445994	2.886814419484068	7.553343511750441	0.7858249991560685	0.5890589424315867	0.5676280696102853	0.4888619359380658	0.8852511650973566	2.922239865907565	11.47052159369636	0.0804271557007151	1.8938834299755545	0.0	25.327548285231217	2.4218705779407266	4.455464037771119	0.6905507611934031	1.3523694787363674	1.197686440564032							
EC:1.1.1.103	L-threonine 3-dehydrogenase	26566.939269449795	40859.83163888749	13249.979120454793	17369.26604638565	11864.7226732094	1549.1598564067529	10617.842826048	12525.798928664062	2234.843922587849	11234.088728162356	6321.000674388988	7762.06109584261	13225.467835360569	3357.186883621172	3072.147368948557	7571.370226902052	3709.39414520726	4128.061362042931	19795.736073731707	4240.703037726116	5406.485507059222	4904.137812465004	10481.086072856648	6594.179864493142	3401.4579639648528	368.55668222634336	1240.0149286759042	1208.9450328628125	1428.673728123807	315.9970095541198	1670.3418311471933	209.61764271615627	22828.95991729044	11478.603508932383	5695.056132868418	1123.146020175907	2222.602654621987	296.45570859964965							
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.744959133888674e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2103696995896241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	100.2208468687696	10.605320067681255	3.804566209599052	450.2479165765653	1.582896105247369	44.88767823710925	14.179155371471923	131.8353109969038	40.25708237067092	57.32874283071085	347.4509045122579	303.63626805454703	266.6420130074208	73.00395886797499	192.48088695606447	859.0499647022222	389.85417740334367	524.6643555755592	282.30263687000104	676.9874464468899	272.1691396501113	729.5326949590508	262.1433295646524	292.91629917612426	115.130299512573	17.898911636059395	290.77975728583976	184.73025927376068	113.41744765835216	8.511161896142209	115.0942338057864	32.19308118755704	86.16773526027646	1876.720882512106	703.896558303976	127.43466025477012	234.9489942695256	19.34304345681339							
EC:1.1.1.108	Carnitine 3-dehydrogenase	1741.7866673006852	302.12239939019054	435.4327554561628	4097.498334163869	267.3434297371919	205.3496972578832	190.12142225148867	2810.5651548200103	190.84987343542053	1207.617279065607	647.6729818863452	312.58795344282066	3879.213709588611	660.7452695518042	419.4083672305513	427.9425560174621	306.2151589750985	303.0834391249849	762.4458414613757	390.6504367527675	388.223247471097	343.33945294020566	1891.6285777143123	620.4588735632257	207.5832398789924	39.116125377244686	185.7318612743728	173.02867826790722	149.41072929972216	59.798529150364814	183.75411039974264	21.97882081599209	438.3525769382352	1297.868414378543	802.9220815120341	196.09414521479283	176.52951534859986	28.37470682662609							
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	9.33057638103544	38.251112566730136	19.42122597932545	157.1123177361107	5.09133854701434	0.0002449212948174	6.250170695079754	24.502526186366804	5.001611387262493	4.000289037185515	13.331311545518403	14.250343855376542	3.5009614679933496	7.827929369819466e-05	0.0013654254746026	37.505626441789104	221.17318998430173	72.00376949712863	31.25936112724441	29.50450285504169	74.25734090828935	383.25373329940174	61.000966468102334	171.500926834238	76.00122997841791	30.33058255830734	658.0005802396564	50.671011295832926	327.00377497232245	0.0002864041503156	228.0014162065628	2.555460953635336e-05	24.87105073265652	167.25248315791865	153.00435435542747	76.75050576043336	38.252673848042335	33.67041332885707							
