Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710	STD-NC	STD-NR	HSD-NC	HSD-NR	Total
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	52040.50177296751	47226.21031136256	108455.16717621108	64737.634829153394	20877.65187403822	24770.23522753072	35439.08939070121	88427.81308159689	49768.377066088615	68756.1491251752	24744.37414804649	59639.27191936656	14741.732800864083	73438.11749076644	29918.64299820929	12453.24652059378	5723.256558347555	5795.448430994252	5252.179862017795	39549.8345150208	1411.4826738953334	6951.525928495325	1638.8687802131412	115441.20982510028	93250.06601210544	22521.61813652226	6012.200267990189	9978.14350431	1239.6935074934147					
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	20.4094906900432	64.98946814108926	74.12030794692569	26.00989072275407	0.3370514458612761	3.731832872563909	149.94386088026488	720.7668334294258	339.20965137625336	209.1812232458646	129.75612045742096	315.62870891928986	1265.0981864811283	303.987622889218	522.5953781011932	305.32557455630445	95.2644185734234	1388.57002218685	230.50781245805504	704.7644510167792	0.9376639418879124	487.2214524626416	0.1742814103167889	259.9111738096993	1013.2053797418612	636.2381361017098	273.68239675700926	228.0197968705757	94.6625279200362					
AEROBACTINSYN-PWY	aerobactin biosynthesis	8.214692316484003	45.998327269159006	19.616340459300734	57.83615815960005	2.4866416215573595	21.4594568935117	64.63242671654194	136.93417053477586	139.92320992199097	62.41591516664133	79.27165181663321	152.85128493584054	86.69992209237617	60.38267526084786	60.3732373939258	62.93622324416656	26.709014317716782	26.73964784457845	61.45088885903051	78.61834366535932	12.770302293569044	83.52686333221152	6.722286893383729	48.83774911778723	100.85905489276088	64.127647586907	68.02600577134305	53.98948343220562	17.012188138901095					
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	235.56406567642625	783.3259130610772	461.8932854062471	1156.0528938659245	62.61799799028186	415.3591300869037	992.0975896480676	1476.928691234319	1410.4102958624903	1475.3036950993408	734.7830613838106	1426.1197441797383	1156.856542502093	1095.9874011419963	1179.4727353096737	838.2987239511065	235.29272715867685	335.7459604817197	486.04112919516734	1221.4156521728382	133.99087566013782	522.528289930677	40.10169165654458	735.4146900061723	1556.880340705526	913.7430167974776	674.75628608949	1003.9868128019988	189.59925731874432					
ANAEROFRUCAT-PWY	homolactic fermentation	46841.78786021071	50182.11300625958	108461.12181726225	65441.58534530047	20162.95910565208	26059.765536916708	33785.526967873535	59198.4698085838	44435.14698128778	60009.51967306562	21419.18378242516	52532.129706715896	20330.01215773227	73183.15016496241	27523.406377588915	14314.226584543238	3766.101102796843	6579.085060038879	5108.260712285242	14422.00766371697	1319.4530657436578	9292.542767874036	1730.5190270764645	102565.03848682686	92561.1203814909	22114.578834126027	6211.569990871825	11835.785139571964	1121.8195021073104					
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	67740.39643475371	68027.47379328073	138106.88138570424	88283.52291796428	27010.98425525865	33470.69912883744	56098.94222602581	136353.04471311212	77549.04502087667	97920.38232859792	42422.709291709085	95819.86460181938	29753.84204646137	94614.62630871388	41137.64830138751	19580.455465082025	9446.163266861451	9698.407478282475	8259.267112561618	60494.61085952399	2060.230446801092	12827.441413617971	2516.967531378413	153552.8129504104	136608.26074307552	37449.43146602442	8815.076596129018	17152.242959281735	2112.7370020115145					
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	14803.549531859684	18239.58266479952	27253.34414226501	23171.36701458008	5308.2587046527005	8134.343492303546	15585.232427158908	13527.530116259855	12904.777120735696	22984.02785885968	11545.878463517533	16055.523954455566	11987.05111453321	22556.32736997157	11258.087977509384	6296.79226681538	1514.222090594464	3912.962908507221	3218.9014596580505	5636.889761204293	565.0924544018608	4748.258728629771	461.84906168961226	14107.35231773555	41596.94419989622	12500.152383507808	2677.695164707559	3574.2218380426702	437.2584459384244					
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	8.315980658019416	41.30934605193579	16.48860000736685	52.9710505622918	2.2468683673043923	20.91220155254876	60.17770569412076	115.76776178480254	123.89559166610552	64.7573371838652	82.48750498045696	137.47503960245692	252.71867170961755	70.88164595113241	59.14668755726709	56.28184649368399	26.003722783428373	29.629846519506867	57.84694481287644	219.40252813416484	11.237616719203215	82.92468406172812	5.579758572812649	83.70677593202964	97.21898295460296	81.83789020932373	103.60973705558678	50.65443470131002	13.82755419494588					
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	7255.061909747281	6770.304017202226	5546.883939355381	11143.148679212069	2441.263715272222	3830.4554629986665	7807.733385056645	10165.807888060452	7694.22252473229	10923.87666697086	5321.798574113428	9579.238491388507	2720.04671629466	13766.832091873755	3574.4772824557936	3462.026099098598	701.8350374511887	1463.7332538747055	2046.9773279431429	1712.0369576782748	215.5170316536668	1128.878087432434	152.22770424425016	27027.924474727224	15789.453015427209	5104.126811972757	1261.2139034886377	3095.9324487269464	159.2850358078913					
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	44428.12374803456	45745.86636473534	57670.82215372749	55812.26369539467	13852.742672135608	18753.371524257727	35898.58634939215	83168.32197443422	46341.21423338577	66692.82133305314	25629.69415423584	56287.09707415832	19016.61340097188	57209.13727607258	22829.52478699584	10963.130127423852	5618.49928204306	6638.191858425753	6259.006146233441	38839.49839775508	1301.1370683335033	7273.68502507264	1189.4188806079983	83227.06661696485	86873.47859863576	26291.940434079897	5615.993286688202	11298.74778364934	1240.902142311931					
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	43579.13140995176	44737.0456248327	50438.88490424247	53618.56378561856	11938.052148393212	17942.377928978218	35733.504875964536	85574.34898376129	47405.83134648536	67335.99268064367	25901.788445641545	57594.25005957637	18209.1551125964	55051.87643234892	21774.488908119296	10411.932320706472	5732.1222737667285	6742.5851878052	6368.574999150862	40223.21041597886	1280.8027276034818	6868.388615847424	1138.3561332029533	71921.89519337061	82995.16964131124	26247.303678825643	5573.54802924307	11603.850433467973	1270.8088724242905					
ARO-PWY	chorismate biosynthesis I	57745.7872278158	53143.82503727445	88062.81558073885	68689.67559538729	19048.1599981572	17890.824591069515	42689.3441112755	105972.06299665196	60761.32633017741	78182.89555603341	29832.887283365424	67479.88806950736	20485.01526947465	74591.86810070557	32135.099603665043	13732.787462629656	6683.331494060837	7414.823128663872	6914.392783281121	46455.331511276665	1611.6333063292986	7661.711885869611	1036.8257107627687	107953.1393713784	105497.54125250246	28279.601989199866	7030.181542543786	14013.172844998153	1721.20926346474					
