Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710	STD-NC	STD-NR	HSD-NC	HSD-NR	Total
EC:1.1.1.1	Alcohol dehydrogenase	65370.42756960202	78111.73754178578	142704.4245282847	94874.73560852213	30149.332333794475	71742.7124942384	61052.15981802281	110392.04857815178	70004.5745349613	95419.00560988551	38893.67482127179	79948.73006915783	40621.63960865343	123371.54595967548	40321.38093731941	23299.94296032707	7832.769140943236	12270.270660891263	11786.50528563487	43811.9590611481	2215.365518822912	19638.92033613768	5749.399473021478	165928.90670397878	155037.14067622315	43557.08121451489	10028.69689530783	23128.031226477862	2748.484425385733					
EC:1.1.1.10	L-xylulose reductase	0.0526214297289844	0.0342031474006998	0.0319542876788557	0.2673020083400918	0.0770726119909457	0.5974716809393559	0.0149312827014362	0.0852266160621529	0.0216368539630402	5.081690008601877	0.0034969904495266	0.0012141398744575	4.49230362098164	0.0053319936890292	0.0283977767161024	0.0021258315683327	0.1669836757055636	0.5451497317864786	0.1060329898239371	8.63414971502003e-05	0.0	1.794738953229528	0.0	6.14531297839095e-07	0.4506990282802777	5.354842948767483	0.0001746353324076	2.1533870592154165	0.3930260083401133					
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	134523.4007149749	148221.76101227198	226979.4126084612	165730.9960373492	48955.53174224766	73287.86315542994	107021.46853823635	194056.5737427801	116847.20904415131	197363.59702255548	71842.53805283262	139603.69437225643	68190.29623392894	189469.32485593925	75774.8310839687	36762.5949275468	13837.815439968432	25924.496920442503	25606.6815034836	83980.04432633996	3991.810538703533	26820.221434262017	4887.867868576839	314666.07233774784	254928.8985008132	83775.94731225961	17395.339659224544	47895.41491784874	5512.173819935049					
EC:1.1.1.101	Acylglycerone-phosphate reductase	3.5121728487525455e-29	1.5577520190334426e-28	3.7459003348252047e-29	1.018263007177301e-28	9.369967968448565e-30	1.7635990935714653e-28	7.347108402011478e-28	3.6807071224416207e-28	4.462845506472811e-28	1.246226608329201e-27	5.743435599724752e-28	9.294006535474947e-28	4.752396451896496e-28	1.0159245801555096e-28	9.528529500268376e-29	1.369729500787742e-28	6.554803872805551e-29	6.945045300444723e-29	1.069094563526993e-28	5.087955212444196e-28	0.0	1.5226721197123834e-28	0.0	8.896252438640583e-29	2.9568795706464563e-28	5.532872177003936e-28	3.4328724516921786e-29	3.394474364694528e-28	4.8373242206823537e-29					
EC:1.1.1.102	3-dehydrosphinganine reductase	0.217290745352121	0.7320748675334026	0.1017164603769573	0.425318250761084	0.0254432817320928	0.6556352290866523	1.9794843180224568	0.9821019732133698	1.657060808945484	3.956937120072208	1.6510175411172676	2.9076741837003706	7.561786775656681	0.7858250086382438	0.5890589542022886	0.5701101064715632	0.4888619256187406	0.8895011457907098	2.924336511612657	11.538294713408478	0.0804271557007129	1.8999533651087344	0.0	25.20717068083913	2.4282738693863566	4.427980671478089	0.7027559032997404	1.3544660878326598	1.1976864329485604					
EC:1.1.1.103	L-threonine 3-dehydrogenase	11205.018648313457	6330.713283495692	7764.104402486104	13180.872198317556	3130.2548680707446	3066.346065772026	7554.053040425568	3710.404352130057	4116.185153568757	19777.425798840875	4205.928349814431	5406.391344016406	4896.957649223977	10490.93733272463	6599.0094288686005	3393.9627963890985	369.09226592905793	1243.2065900198213	1210.0983309906308	1434.827363303738	308.96362494668944	1672.6826857684132	211.0673947502013	22823.80000636305	11497.911672318	5684.864134331258	1114.8651794507225	2223.4844059169627	296.4556708327034					
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	7.744959133888674e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2103696995896241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	57.62424926608708	345.2978918735864	303.760890050839	265.8550372103373	72.97110334404958	192.50891716880045	859.1418023507331	389.7657516748584	521.5957813264474	282.3012940089609	676.7695333805755	272.22627905515924	729.620645103743	262.3273625430511	293.01218601458777	114.38736160051688	17.89881261037148	290.7623758328917	184.7291683602185	113.26316080685932	8.511119272339677	115.12235549926464	32.19288450201015	86.16746968069351	1876.7518755721303	704.089728295881	122.03714844726149	235.0452955457349	19.3429094757556					
EC:1.1.1.108	Carnitine 3-dehydrogenase	1208.0071709827544	648.9625120949225	313.8350397483845	3873.0009455651575	587.9884783185589	419.4365801418662	428.32877348902485	306.06782622417444	303.4005990397601	760.8392253349501	391.23488206916426	388.2809512097887	343.3393968319424	1892.1994906362493	620.9446685102221	208.80247626158905	39.50523218992555	187.8857056316388	173.81206401173725	149.46100841842016	59.79829421922332	185.0675462145996	22.76248965492856	438.2306181570841	1292.3150541054172	790.9168525957081	197.2883020178563	176.52952124111337	28.374703550133265					
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	4.000289037410864	13.33131289632128	14.250343855616888	3.5009614685727444	7.827935381804734e-05	0.0013767756570305	37.50563212034896	221.17319581442132	72.33377532783875	31.259372484291355	30.00450868661779	74.25738631101336	383.2537561535415	61.00096646831833	171.50092683439132	76.00123926176218	30.33058255872791	658.5005917425185	50.67101697104431	327.00395840078744	0.0002864041503156	228.5014162072073	2.555460953635336e-05	24.86682431147883	167.25250048982764	153.00427997668467	76.75050576065361	38.252679524745744	33.670413329167445					
EC:1.1.1.116	D-arabinose 1-dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8185315649576024e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	202.3117050457608	1010.4365768679872	456.9249752079351	508.9030633444633	245.5942852801953	264.01078805786136	994.0798915143002	506.4361717582323	569.8995174620381	1440.537449783238	727.6587232249577	817.9066024330685	1773.9958175880022	547.6555782164735	1034.217326395913	719.8245213419779	149.9475264596565	264.5809348976037	164.0016028043526	293.6527739172186	91.08884076389585	765.8542909265499	14.944519996508102	64.42585727907773	1959.4353908318344	576.5110745021553	228.9627899600788	625.2999753683765	29.904631911891656					
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	9364.439883964274	13051.201696796745	7319.672886160682	15117.860891508955	3298.185645766007	5977.056775038995	14506.580075363108	6332.783503262975	6315.737132463632	23490.77058576732	8861.267500572447	8966.925565150865	15637.992334865834	16013.988116079723	8759.564037777205	6057.415085262574	1186.5646442483337	3908.3704269345385	4704.004178235297	2495.816241990693	513.7552138399717	5334.280701940033	272.1513340751743	74617.84767134229	32605.85123591628	15127.935507161545	2091.59741998978	4573.330028384135	414.8025253424132					
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	2287.020670619203	1764.5933819697848	1147.6396289806894	6363.543016433098	852.4373937328959	1470.1686087180128	3311.2184146567306	1535.1453084876348	1450.5206119712332	7347.482753985233	1256.7847439196134	1477.9852319634065	2255.194929684544	2760.453797384172	974.3212486733464	707.845864453726	250.5484541073569	736.9372800387644	1056.459535394669	513.628192456022	127.00157038595349	564.0002346819306	39.56519293344962	38610.79034997137	8355.255104498632	6030.518022270222	441.7104721042524	4215.836080895819	677.4759465618788					
